label,acronym,name,color_hex_triplet,graph_order,identifier,red,green,blue,parent_identifier
AllenCCF-Ontology-2017-312782578,VISli1,"Laterointermediate area, layer 1",#08858C,207.0,MBA:312782578,8,133,140,MBA:312782574
AllenCCF-Ontology-2017-312782582,VISli2/3,"Laterointermediate area, layer 2/3",#08858C,208.0,MBA:312782582,8,133,140,MBA:312782574
AllenCCF-Ontology-2017-312782586,VISli4,"Laterointermediate area, layer 4",#08858C,209.0,MBA:312782586,8,133,140,MBA:312782574
AllenCCF-Ontology-2017-312782590,VISli5,"Laterointermediate area, layer 5",#08858C,210.0,MBA:312782590,8,133,140,MBA:312782574
AllenCCF-Ontology-2017-312782594,VISli6a,"Laterointermediate area, layer 6a",#08858C,211.0,MBA:312782594,8,133,140,MBA:312782574
AllenCCF-Ontology-2017-312782598,VISli6b,"Laterointermediate area, layer 6b",#08858C,212.0,MBA:312782598,8,133,140,MBA:312782574
AllenCCF-Ontology-2017-312782628,VISpor,Postrhinal area,#08858C,213.0,MBA:312782628,8,133,140,MBA:669
AllenCCF-Ontology-2017-312782632,VISpor1,"Postrhinal area, layer 1",#08858C,214.0,MBA:312782632,8,133,140,MBA:312782628
AllenCCF-Ontology-2017-312782636,VISpor2/3,"Postrhinal area, layer 2/3",#08858C,215.0,MBA:312782636,8,133,140,MBA:312782628
AllenCCF-Ontology-2017-312782640,VISpor4,"Postrhinal area, layer 4",#08858C,216.0,MBA:312782640,8,133,140,MBA:312782628
AllenCCF-Ontology-2017-312782644,VISpor5,"Postrhinal area, layer 5",#08858C,217.0,MBA:312782644,8,133,140,MBA:312782628
AllenCCF-Ontology-2017-312782648,VISpor6a,"Postrhinal area, layer 6a",#08858C,218.0,MBA:312782648,8,133,140,MBA:312782628
AllenCCF-Ontology-2017-312782652,VISpor6b,"Postrhinal area, layer 6b",#08858C,219.0,MBA:312782652,8,133,140,MBA:312782628
AllenCCF-Ontology-2017-31,ACA,Anterior cingulate area,#40A666,220.0,MBA:31,64,166,102,MBA:315
AllenCCF-Ontology-2017-572,ACA1,"Anterior cingulate area, layer 1",#40A666,221.0,MBA:572,64,166,102,MBA:31
AllenCCF-Ontology-2017-1053,ACA2/3,"Anterior cingulate area, layer 2/3",#40A666,222.0,MBA:1053,64,166,102,MBA:31
AllenCCF-Ontology-2017-739,ACA5,"Anterior cingulate area, layer 5",#40A666,223.0,MBA:739,64,166,102,MBA:31
AllenCCF-Ontology-2017-179,ACA6a,"Anterior cingulate area, layer 6a",#40A666,224.0,MBA:179,64,166,102,MBA:31
AllenCCF-Ontology-2017-227,ACA6b,"Anterior cingulate area, layer 6b",#40A666,225.0,MBA:227,64,166,102,MBA:31
AllenCCF-Ontology-2017-39,ACAd,"Anterior cingulate area, dorsal part",#40A666,226.0,MBA:39,64,166,102,MBA:31
AllenCCF-Ontology-2017-935,ACAd1,"Anterior cingulate area, dorsal part, layer 1",#40A666,227.0,MBA:935,64,166,102,MBA:39
AllenCCF-Ontology-2017-211,ACAd2/3,"Anterior cingulate area, dorsal part, layer 2/3",#40A666,228.0,MBA:211,64,166,102,MBA:39
AllenCCF-Ontology-2017-1015,ACAd5,"Anterior cingulate area, dorsal part, layer 5",#40A666,229.0,MBA:1015,64,166,102,MBA:39
AllenCCF-Ontology-2017-919,ACAd6a,"Anterior cingulate area, dorsal part, layer 6a",#40A666,230.0,MBA:919,64,166,102,MBA:39
AllenCCF-Ontology-2017-927,ACAd6b,"Anterior cingulate area, dorsal part, layer 6b",#40A666,231.0,MBA:927,64,166,102,MBA:39
AllenCCF-Ontology-2017-48,ACAv,"Anterior cingulate area, ventral part",#40A666,232.0,MBA:48,64,166,102,MBA:31
AllenCCF-Ontology-2017-588,ACAv1,"Anterior cingulate area, ventral part, layer 1",#40A666,233.0,MBA:588,64,166,102,MBA:48
AllenCCF-Ontology-2017-296,ACAv2/3,"Anterior cingulate area, ventral part, layer 2/3",#40A666,234.0,MBA:296,64,166,102,MBA:48
AllenCCF-Ontology-2017-772,ACAv5,"Anterior cingulate area, ventral part, layer 5",#40A666,235.0,MBA:772,64,166,102,MBA:48
AllenCCF-Ontology-2017-810,ACAv6a,"Anterior cingulate area, ventral part, 6a",#40A666,236.0,MBA:810,64,166,102,MBA:48
AllenCCF-Ontology-2017-819,ACAv6b,"Anterior cingulate area, ventral part, 6b",#40A666,237.0,MBA:819,64,166,102,MBA:48
AllenCCF-Ontology-2017-972,PL,Prelimbic area,#2FA850,238.0,MBA:972,47,168,80,MBA:315
AllenCCF-Ontology-2017-171,PL1,"Prelimbic area, layer 1",#2FA850,239.0,MBA:171,47,168,80,MBA:972
AllenCCF-Ontology-2017-195,PL2,"Prelimbic area, layer 2",#2FA850,240.0,MBA:195,47,168,80,MBA:972
AllenCCF-Ontology-2017-304,PL2/3,"Prelimbic area, layer 2/3",#2FA850,241.0,MBA:304,47,168,80,MBA:972
AllenCCF-Ontology-2017-363,PL5,"Prelimbic area, layer 5",#2FA850,242.0,MBA:363,47,168,80,MBA:972
AllenCCF-Ontology-2017-84,PL6a,"Prelimbic area, layer 6a",#2FA850,243.0,MBA:84,47,168,80,MBA:972
AllenCCF-Ontology-2017-132,PL6b,"Prelimbic area, layer 6b",#2FA850,244.0,MBA:132,47,168,80,MBA:972
AllenCCF-Ontology-2017-44,ILA,Infralimbic area,#59B363,245.0,MBA:44,89,179,99,MBA:315
AllenCCF-Ontology-2017-707,ILA1,"Infralimbic area, layer 1",#59B363,246.0,MBA:707,89,179,99,MBA:44
AllenCCF-Ontology-2017-747,ILA2,"Infralimbic area, layer 2",#59B363,247.0,MBA:747,89,179,99,MBA:44
AllenCCF-Ontology-2017-556,ILA2/3,"Infralimbic area, layer 2/3",#59B363,248.0,MBA:556,89,179,99,MBA:44
AllenCCF-Ontology-2017-827,ILA5,"Infralimbic area, layer 5",#59B363,249.0,MBA:827,89,179,99,MBA:44
AllenCCF-Ontology-2017-1054,ILA6a,"Infralimbic area, layer 6a",#59B363,250.0,MBA:1054,89,179,99,MBA:44
AllenCCF-Ontology-2017-1081,ILA6b,"Infralimbic area, layer 6b",#59B363,251.0,MBA:1081,89,179,99,MBA:44
AllenCCF-Ontology-2017-714,ORB,Orbital area,#248A5E,252.0,MBA:714,36,138,94,MBA:315
AllenCCF-Ontology-2017-264,ORB1,"Orbital area, layer 1",#248A5E,253.0,MBA:264,36,138,94,MBA:714
AllenCCF-Ontology-2017-492,ORB2/3,"Orbital area, layer 2/3",#248A5E,254.0,MBA:492,36,138,94,MBA:714
AllenCCF-Ontology-2017-352,ORB5,"Orbital area, layer 5",#248A5E,255.0,MBA:352,36,138,94,MBA:714
AllenCCF-Ontology-2017-476,ORB6a,"Orbital area, layer 6a",#248A5E,256.0,MBA:476,36,138,94,MBA:714
AllenCCF-Ontology-2017-516,ORB6b,"Orbital area, layer 6b",#248A5E,257.0,MBA:516,36,138,94,MBA:714
AllenCCF-Ontology-2017-723,ORBl,"Orbital area, lateral part",#248A5E,258.0,MBA:723,36,138,94,MBA:714
AllenCCF-Ontology-2017-448,ORBl1,"Orbital area, lateral part, layer 1",#248A5E,259.0,MBA:448,36,138,94,MBA:723
AllenCCF-Ontology-2017-412,ORBl2/3,"Orbital area, lateral part, layer 2/3",#248A5E,260.0,MBA:412,36,138,94,MBA:723
AllenCCF-Ontology-2017-630,ORBl5,"Orbital area, lateral part, layer 5",#248A5E,261.0,MBA:630,36,138,94,MBA:723
AllenCCF-Ontology-2017-440,ORBl6a,"Orbital area, lateral part, layer 6a",#248A5E,262.0,MBA:440,36,138,94,MBA:723
AllenCCF-Ontology-2017-488,ORBl6b,"Orbital area, lateral part, layer 6b",#248A5E,263.0,MBA:488,36,138,94,MBA:723
AllenCCF-Ontology-2017-731,ORBm,"Orbital area, medial part",#248A5E,264.0,MBA:731,36,138,94,MBA:714
AllenCCF-Ontology-2017-484,ORBm1,"Orbital area, medial part, layer 1",#248A5E,265.0,MBA:484,36,138,94,MBA:731
AllenCCF-Ontology-2017-524,ORBm2,"Orbital area, medial part, layer 2",#248A5E,266.0,MBA:524,36,138,94,MBA:731
AllenCCF-Ontology-2017-582,ORBm2/3,"Orbital area, medial part, layer 2/3",#248A5E,267.0,MBA:582,36,138,94,MBA:731
AllenCCF-Ontology-2017-620,ORBm5,"Orbital area, medial part, layer 5",#248A5E,268.0,MBA:620,36,138,94,MBA:731
AllenCCF-Ontology-2017-910,ORBm6a,"Orbital area, medial part, layer 6a",#248A5E,269.0,MBA:910,36,138,94,MBA:731
AllenCCF-Ontology-2017-527696977,ORBm6b,"Orbital area, medial part, layer 6b",#248A5E,270.0,MBA:527696977,36,138,94,MBA:731
AllenCCF-Ontology-2017-738,ORBv,"Orbital area, ventral part",#248A5E,271.0,MBA:738,36,138,94,MBA:714
AllenCCF-Ontology-2017-746,ORBvl,"Orbital area, ventrolateral part",#248A5E,272.0,MBA:746,36,138,94,MBA:714
AllenCCF-Ontology-2017-969,ORBvl1,"Orbital area, ventrolateral part, layer 1",#248A5E,273.0,MBA:969,36,138,94,MBA:746
AllenCCF-Ontology-2017-288,ORBvl2/3,"Orbital area, ventrolateral part, layer 2/3",#248A5E,274.0,MBA:288,36,138,94,MBA:746
AllenCCF-Ontology-2017-1125,ORBvl5,"Orbital area, ventrolateral part, layer 5",#248A5E,275.0,MBA:1125,36,138,94,MBA:746
AllenCCF-Ontology-2017-608,ORBvl6a,"Orbital area, ventrolateral part, layer 6a",#248A5E,276.0,MBA:608,36,138,94,MBA:746
AllenCCF-Ontology-2017-680,ORBvl6b,"Orbital area, ventrolateral part, layer 6b",#248A5E,277.0,MBA:680,36,138,94,MBA:746
AllenCCF-Ontology-2017-95,AI,Agranular insular area,#219866,278.0,MBA:95,33,152,102,MBA:315
AllenCCF-Ontology-2017-104,AId,"Agranular insular area, dorsal part",#219866,279.0,MBA:104,33,152,102,MBA:95
AllenCCF-Ontology-2017-996,AId1,"Agranular insular area, dorsal part, layer 1",#219866,280.0,MBA:996,33,152,102,MBA:104
AllenCCF-Ontology-2017-328,AId2/3,"Agranular insular area, dorsal part, layer 2/3",#219866,281.0,MBA:328,33,152,102,MBA:104
AllenCCF-Ontology-2017-1101,AId5,"Agranular insular area, dorsal part, layer 5",#219866,282.0,MBA:1101,33,152,102,MBA:104
AllenCCF-Ontology-2017-783,AId6a,"Agranular insular area, dorsal part, layer 6a",#219866,283.0,MBA:783,33,152,102,MBA:104
AllenCCF-Ontology-2017-831,AId6b,"Agranular insular area, dorsal part, layer 6b",#219866,284.0,MBA:831,33,152,102,MBA:104
AllenCCF-Ontology-2017-111,AIp,"Agranular insular area, posterior part",#219866,285.0,MBA:111,33,152,102,MBA:95
AllenCCF-Ontology-2017-120,AIp1,"Agranular insular area, posterior part, layer 1",#219866,286.0,MBA:120,33,152,102,MBA:111
AllenCCF-Ontology-2017-163,AIp2/3,"Agranular insular area, posterior part, layer 2/3",#219866,287.0,MBA:163,33,152,102,MBA:111
AllenCCF-Ontology-2017-344,AIp5,"Agranular insular area, posterior part, layer 5",#219866,288.0,MBA:344,33,152,102,MBA:111
AllenCCF-Ontology-2017-314,AIp6a,"Agranular insular area, posterior part, layer 6a",#219866,289.0,MBA:314,33,152,102,MBA:111
AllenCCF-Ontology-2017-355,AIp6b,"Agranular insular area, posterior part, layer 6b",#219866,290.0,MBA:355,33,152,102,MBA:111
AllenCCF-Ontology-2017-119,AIv,"Agranular insular area, ventral part",#219866,291.0,MBA:119,33,152,102,MBA:95
AllenCCF-Ontology-2017-704,AIv1,"Agranular insular area, ventral part, layer 1",#219866,292.0,MBA:704,33,152,102,MBA:119
AllenCCF-Ontology-2017-694,AIv2/3,"Agranular insular area, ventral part, layer 2/3",#219866,293.0,MBA:694,33,152,102,MBA:119
AllenCCF-Ontology-2017-800,AIv5,"Agranular insular area, ventral part, layer 5",#219866,294.0,MBA:800,33,152,102,MBA:119
AllenCCF-Ontology-2017-675,AIv6a,"Agranular insular area, ventral part, layer 6a",#219866,295.0,MBA:675,33,152,102,MBA:119
AllenCCF-Ontology-2017-699,AIv6b,"Agranular insular area, ventral part, layer 6b",#219866,296.0,MBA:699,33,152,102,MBA:119
AllenCCF-Ontology-2017-254,RSP,Retrosplenial area,#1AA698,297.0,MBA:254,26,166,152,MBA:315
AllenCCF-Ontology-2017-894,RSPagl,"Retrosplenial area, lateral agranular part",#1AA698,298.0,MBA:894,26,166,152,MBA:254
AllenCCF-Ontology-2017-671,RSPagl1,"Retrosplenial area, lateral agranular part, layer 1",#1AA698,299.0,MBA:671,26,166,152,MBA:894
AllenCCF-Ontology-2017-965,RSPagl2/3,"Retrosplenial area, lateral agranular part, layer 2/3",#1AA698,300.0,MBA:965,26,166,152,MBA:894
AllenCCF-Ontology-2017-774,RSPagl5,"Retrosplenial area, lateral agranular part, layer 5",#1AA698,301.0,MBA:774,26,166,152,MBA:894
AllenCCF-Ontology-2017-906,RSPagl6a,"Retrosplenial area, lateral agranular part, layer 6a",#1AA698,302.0,MBA:906,26,166,152,MBA:894
AllenCCF-Ontology-2017-279,RSPagl6b,"Retrosplenial area, lateral agranular part, layer 6b",#1AA698,303.0,MBA:279,26,166,152,MBA:894
AllenCCF-Ontology-2017-480149258,VISmma,Mediomedial anterior visual area,#1AA698,304.0,MBA:480149258,26,166,152,MBA:894
AllenCCF-Ontology-2017-480149262,VISmma1,"Mediomedial anterior visual area, layer 1",#1AA698,305.0,MBA:480149262,26,166,152,MBA:480149258
AllenCCF-Ontology-2017-480149266,VISmma2/3,"Mediomedial anterior visual area, layer 2/3",#1AA698,306.0,MBA:480149266,26,166,152,MBA:480149258
AllenCCF-Ontology-2017-480149270,VISmma4,"Mediomedial anterior visual area, layer 4",#1AA698,307.0,MBA:480149270,26,166,152,MBA:480149258
AllenCCF-Ontology-2017-480149274,VISmma5,"Mediomedial anterior visual area,layer 5",#1AA698,308.0,MBA:480149274,26,166,152,MBA:480149258
AllenCCF-Ontology-2017-480149278,VISmma6a,"Mediomedial anterior visual area, layer 6a",#1AA698,309.0,MBA:480149278,26,166,152,MBA:480149258
AllenCCF-Ontology-2017-480149282,VISmma6b,"Mediomedial anterior visual area, layer 6b",#1AA698,310.0,MBA:480149282,26,166,152,MBA:480149258
AllenCCF-Ontology-2017-480149286,VISmmp,Mediomedial posterior visual area,#1AA698,311.0,MBA:480149286,26,166,152,MBA:894
AllenCCF-Ontology-2017-480149290,VISmmp1,"Mediomedial posterior visual area, layer 1",#1AA698,312.0,MBA:480149290,26,166,152,MBA:480149286
AllenCCF-Ontology-2017-480149294,VISmmp2/3,"Mediomedial posterior visual area, layer 2/3",#1AA698,313.0,MBA:480149294,26,166,152,MBA:480149286
AllenCCF-Ontology-2017-480149298,VISmmp4,"Mediomedial posterior visual area, layer 4",#1AA698,314.0,MBA:480149298,26,166,152,MBA:480149286
AllenCCF-Ontology-2017-480149302,VISmmp5,"Mediomedial posterior visual area,layer 5",#1AA698,315.0,MBA:480149302,26,166,152,MBA:480149286
AllenCCF-Ontology-2017-480149306,VISmmp6a,"Mediomedial posterior visual area, layer 6a",#1AA698,316.0,MBA:480149306,26,166,152,MBA:480149286
AllenCCF-Ontology-2017-480149310,VISmmp6b,"Mediomedial posterior visual area, layer 6b",#1AA698,317.0,MBA:480149310,26,166,152,MBA:480149286
AllenCCF-Ontology-2017-480149314,VISm,Medial visual area,#1AA698,318.0,MBA:480149314,26,166,152,MBA:894
AllenCCF-Ontology-2017-480149318,VISm1,"Medial visual area, layer 1",#1AA698,319.0,MBA:480149318,26,166,152,MBA:480149314
AllenCCF-Ontology-2017-480149322,VISm2/3,"Medial visual area, layer 2/3",#1AA698,320.0,MBA:480149322,26,166,152,MBA:480149314
AllenCCF-Ontology-2017-480149326,VISm4,"Medial visual area, layer 4",#1AA698,321.0,MBA:480149326,26,166,152,MBA:480149314
AllenCCF-Ontology-2017-480149330,VISm5,"Medial visual area,layer 5",#1AA698,322.0,MBA:480149330,26,166,152,MBA:480149314
AllenCCF-Ontology-2017-480149334,VISm6a,"Medial visual area, layer 6a",#1AA698,323.0,MBA:480149334,26,166,152,MBA:480149314
AllenCCF-Ontology-2017-480149338,VISm6b,"Medial visual area, layer 6b",#1AA698,324.0,MBA:480149338,26,166,152,MBA:480149314
AllenCCF-Ontology-2017-879,RSPd,"Retrosplenial area, dorsal part",#1AA698,325.0,MBA:879,26,166,152,MBA:254
AllenCCF-Ontology-2017-442,RSPd1,"Retrosplenial area, dorsal part, layer 1",#1AA698,326.0,MBA:442,26,166,152,MBA:879
AllenCCF-Ontology-2017-434,RSPd2/3,"Retrosplenial area, dorsal part, layer 2/3",#1AA698,327.0,MBA:434,26,166,152,MBA:879
AllenCCF-Ontology-2017-545,RSPd4,"Retrosplenial area, dorsal part, layer 4",#1AA698,328.0,MBA:545,26,166,152,MBA:879
AllenCCF-Ontology-2017-610,RSPd5,"Retrosplenial area, dorsal part, layer 5",#1AA698,329.0,MBA:610,26,166,152,MBA:879
AllenCCF-Ontology-2017-274,RSPd6a,"Retrosplenial area, dorsal part, layer 6a",#1AA698,330.0,MBA:274,26,166,152,MBA:879
AllenCCF-Ontology-2017-330,RSPd6b,"Retrosplenial area, dorsal part, layer 6b",#1AA698,331.0,MBA:330,26,166,152,MBA:879
AllenCCF-Ontology-2017-886,RSPv,"Retrosplenial area, ventral part",#1AA698,332.0,MBA:886,26,166,152,MBA:254
AllenCCF-Ontology-2017-542,RSPv1,"Retrosplenial area, ventral part, layer 1",#1AA698,333.0,MBA:542,26,166,152,MBA:886
AllenCCF-Ontology-2017-606,RSPv2,"Retrosplenial area, ventral part, layer 2",#1AA698,334.0,MBA:606,26,166,152,MBA:886
AllenCCF-Ontology-2017-430,RSPv2/3,"Retrosplenial area, ventral part, layer 2/3",#1AA698,335.0,MBA:430,26,166,152,MBA:886
AllenCCF-Ontology-2017-687,RSPv5,"Retrosplenial area, ventral part, layer 5",#1AA698,336.0,MBA:687,26,166,152,MBA:886
AllenCCF-Ontology-2017-590,RSPv6a,"Retrosplenial area, ventral part, layer 6a",#1AA698,337.0,MBA:590,26,166,152,MBA:886
AllenCCF-Ontology-2017-622,RSPv6b,"Retrosplenial area, ventral part, layer 6b",#1AA698,338.0,MBA:622,26,166,152,MBA:886
AllenCCF-Ontology-2017-22,PTLp,Posterior parietal association areas,#009FAC,339.0,MBA:22,0,159,172,MBA:315
AllenCCF-Ontology-2017-532,PTLp1,"Posterior parietal association areas, layer 1",#009FAC,340.0,MBA:532,0,159,172,MBA:22
AllenCCF-Ontology-2017-241,PTLp2/3,"Posterior parietal association areas, layer 2/3",#009FAC,341.0,MBA:241,0,159,172,MBA:22
AllenCCF-Ontology-2017-635,PTLp4,"Posterior parietal association areas, layer 4",#009FAC,342.0,MBA:635,0,159,172,MBA:22
AllenCCF-Ontology-2017-683,PTLp5,"Posterior parietal association areas, layer 5",#009FAC,343.0,MBA:683,0,159,172,MBA:22
AllenCCF-Ontology-2017-308,PTLp6a,"Posterior parietal association areas, layer 6a",#009FAC,344.0,MBA:308,0,159,172,MBA:22
AllenCCF-Ontology-2017-340,PTLp6b,"Posterior parietal association areas, layer 6b",#009FAC,345.0,MBA:340,0,159,172,MBA:22
AllenCCF-Ontology-2017-312782546,VISa,Anterior area,#009FAC,346.0,MBA:312782546,0,159,172,MBA:22
AllenCCF-Ontology-2017-312782550,VISa1,"Anterior area, layer 1",#009FAC,347.0,MBA:312782550,0,159,172,MBA:312782546
AllenCCF-Ontology-2017-312782554,VISa2/3,"Anterior area, layer 2/3",#009FAC,348.0,MBA:312782554,0,159,172,MBA:312782546
AllenCCF-Ontology-2017-312782558,VISa4,"Anterior area, layer 4",#009FAC,349.0,MBA:312782558,0,159,172,MBA:312782546
AllenCCF-Ontology-2017-312782562,VISa5,"Anterior area, layer 5",#009FAC,350.0,MBA:312782562,0,159,172,MBA:312782546
AllenCCF-Ontology-2017-312782566,VISa6a,"Anterior area, layer 6a",#009FAC,351.0,MBA:312782566,0,159,172,MBA:312782546
AllenCCF-Ontology-2017-312782570,VISa6b,"Anterior area, layer 6b",#009FAC,352.0,MBA:312782570,0,159,172,MBA:312782546
AllenCCF-Ontology-2017-417,VISrl,Rostrolateral visual area,#009FAC,353.0,MBA:417,0,159,172,MBA:22
AllenCCF-Ontology-2017-312782604,VISrl1,"Rostrolateral area, layer 1",#009FAC,354.0,MBA:312782604,0,159,172,MBA:417
AllenCCF-Ontology-2017-312782608,VISrl2/3,"Rostrolateral area, layer 2/3",#009FAC,355.0,MBA:312782608,0,159,172,MBA:417
AllenCCF-Ontology-2017-312782612,VISrl4,"Rostrolateral area, layer 4",#009FAC,356.0,MBA:312782612,0,159,172,MBA:417
AllenCCF-Ontology-2017-312782616,VISrl5,"Rostrolateral area, layer 5",#009FAC,357.0,MBA:312782616,0,159,172,MBA:417
AllenCCF-Ontology-2017-312782620,VISrl6a,"Rostrolateral area, layer 6a",#009FAC,358.0,MBA:312782620,0,159,172,MBA:417
AllenCCF-Ontology-2017-312782624,VISrl6b,"Rostrolateral area, layer 6b",#009FAC,359.0,MBA:312782624,0,159,172,MBA:417
AllenCCF-Ontology-2017-541,TEa,Temporal association areas,#15B0B3,360.0,MBA:541,21,176,179,MBA:315
AllenCCF-Ontology-2017-97,TEa1,"Temporal association areas, layer 1",#15B0B3,361.0,MBA:97,21,176,179,MBA:541
AllenCCF-Ontology-2017-1127,TEa2/3,"Temporal association areas, layer 2/3",#15B0B3,362.0,MBA:1127,21,176,179,MBA:541
AllenCCF-Ontology-2017-234,TEa4,"Temporal association areas, layer 4",#15B0B3,363.0,MBA:234,21,176,179,MBA:541
AllenCCF-Ontology-2017-289,TEa5,"Temporal association areas, layer 5",#15B0B3,364.0,MBA:289,21,176,179,MBA:541
AllenCCF-Ontology-2017-729,TEa6a,"Temporal association areas, layer 6a",#15B0B3,365.0,MBA:729,21,176,179,MBA:541
AllenCCF-Ontology-2017-786,TEa6b,"Temporal association areas, layer 6b",#15B0B3,366.0,MBA:786,21,176,179,MBA:541
AllenCCF-Ontology-2017-922,PERI,Perirhinal area,#0E9684,367.0,MBA:922,14,150,132,MBA:315
AllenCCF-Ontology-2017-540,PERI1,"Perirhinal area, layer 1",#0E9684,368.0,MBA:540,14,150,132,MBA:922
AllenCCF-Ontology-2017-888,PERI2/3,"Perirhinal area, layer 2/3",#0E9684,369.0,MBA:888,14,150,132,MBA:922
AllenCCF-Ontology-2017-692,PERI5,"Perirhinal area, layer 5",#0E9684,370.0,MBA:692,14,150,132,MBA:922
AllenCCF-Ontology-2017-335,PERI6a,"Perirhinal area, layer 6a",#0E9684,371.0,MBA:335,14,150,132,MBA:922
AllenCCF-Ontology-2017-368,PERI6b,"Perirhinal area, layer 6b",#0E9684,372.0,MBA:368,14,150,132,MBA:922
AllenCCF-Ontology-2017-895,ECT,Ectorhinal area,#0D9F91,373.0,MBA:895,13,159,145,MBA:315
AllenCCF-Ontology-2017-836,ECT1,Ectorhinal area/Layer 1,#0D9F91,374.0,MBA:836,13,159,145,MBA:895
AllenCCF-Ontology-2017-427,ECT2/3,Ectorhinal area/Layer 2/3,#0D9F91,375.0,MBA:427,13,159,145,MBA:895
AllenCCF-Ontology-2017-988,ECT5,Ectorhinal area/Layer 5,#0D9F91,376.0,MBA:988,13,159,145,MBA:895
AllenCCF-Ontology-2017-977,ECT6a,Ectorhinal area/Layer 6a,#0D9F91,377.0,MBA:977,13,159,145,MBA:895
AllenCCF-Ontology-2017-1045,ECT6b,Ectorhinal area/Layer 6b,#0D9F91,378.0,MBA:1045,13,159,145,MBA:895
AllenCCF-Ontology-2017-698,OLF,Olfactory areas,#9AD2BD,379.0,MBA:698,154,210,189,MBA:695
AllenCCF-Ontology-2017-507,MOB,Main olfactory bulb,#9AD2BD,380.0,MBA:507,154,210,189,MBA:698
AllenCCF-Ontology-2017-212,MOBgl,"Main olfactory bulb, glomerular layer",#82C7AE,381.0,MBA:212,130,199,174,MBA:507
AllenCCF-Ontology-2017-220,MOBgr,"Main olfactory bulb, granule layer",#82C7AE,382.0,MBA:220,130,199,174,MBA:507
AllenCCF-Ontology-2017-228,MOBipl,"Main olfactory bulb, inner plexiform layer",#9AD2BD,383.0,MBA:228,154,210,189,MBA:507
AllenCCF-Ontology-2017-236,MOBmi,"Main olfactory bulb, mitral layer",#82C7AE,384.0,MBA:236,130,199,174,MBA:507
AllenCCF-Ontology-2017-244,MOBopl,"Main olfactory bulb, outer plexiform layer",#9AD2BD,385.0,MBA:244,154,210,189,MBA:507
AllenCCF-Ontology-2017-151,AOB,Accessory olfactory bulb,#9DF0D2,386.0,MBA:151,157,240,210,MBA:698
AllenCCF-Ontology-2017-188,AOBgl,"Accessory olfactory bulb, glomerular layer",#9DF0D2,387.0,MBA:188,157,240,210,MBA:151
AllenCCF-Ontology-2017-196,AOBgr,"Accessory olfactory bulb, granular layer",#95E4C8,388.0,MBA:196,149,228,200,MBA:151
AllenCCF-Ontology-2017-204,AOBmi,"Accessory olfactory bulb, mitral layer",#9DF0D2,389.0,MBA:204,157,240,210,MBA:151
AllenCCF-Ontology-2017-159,AON,Anterior olfactory nucleus,#54BF94,390.0,MBA:159,84,191,148,MBA:698
AllenCCF-Ontology-2017-167,AONd,"Anterior olfactory nucleus, dorsal part",#54BF94,391.0,MBA:167,84,191,148,MBA:159
AllenCCF-Ontology-2017-175,AONe,"Anterior olfactory nucleus, external part",#54BF94,392.0,MBA:175,84,191,148,MBA:159
AllenCCF-Ontology-2017-183,AONl,"Anterior olfactory nucleus, lateral part",#54BF94,393.0,MBA:183,84,191,148,MBA:159
AllenCCF-Ontology-2017-191,AONm,"Anterior olfactory nucleus, medial part",#54BF94,394.0,MBA:191,84,191,148,MBA:159
AllenCCF-Ontology-2017-199,AONpv,"Anterior olfactory nucleus, posteroventral part",#54BF94,395.0,MBA:199,84,191,148,MBA:159
AllenCCF-Ontology-2017-160,AON1,"Anterior olfactory nucleus, layer 1",#54BF94,396.0,MBA:160,84,191,148,MBA:159
AllenCCF-Ontology-2017-168,AON2,"Anterior olfactory nucleus, layer 2",#54BF94,397.0,MBA:168,84,191,148,MBA:159
AllenCCF-Ontology-2017-589,TT,Taenia tecta,#62D09F,398.0,MBA:589,98,208,159,MBA:698
AllenCCF-Ontology-2017-597,TTd,"Taenia tecta, dorsal part",#62D09F,399.0,MBA:597,98,208,159,MBA:589
AllenCCF-Ontology-2017-297,TTd1-4,"Taenia tecta, dorsal part, layers 1-4",#62D09F,400.0,MBA:297,98,208,159,MBA:597
AllenCCF-Ontology-2017-1034,TTd1,"Taenia tecta, dorsal part, layer 1",#62D09F,401.0,MBA:1034,98,208,159,MBA:597
AllenCCF-Ontology-2017-1042,TTd2,"Taenia tecta, dorsal part, layer 2",#62D09F,402.0,MBA:1042,98,208,159,MBA:597
AllenCCF-Ontology-2017-1050,TTd3,"Taenia tecta, dorsal part, layer 3",#62D09F,403.0,MBA:1050,98,208,159,MBA:597
AllenCCF-Ontology-2017-1059,TTd4,"Taenia tecta, dorsal part, layer 4",#62D09F,404.0,MBA:1059,98,208,159,MBA:597
AllenCCF-Ontology-2017-605,TTv,"Taenia tecta, ventral part",#62D09F,405.0,MBA:605,98,208,159,MBA:589
AllenCCF-Ontology-2017-306,TTv1-3,"Taenia tecta, ventral part, layers 1-3",#62D09F,406.0,MBA:306,98,208,159,MBA:605
AllenCCF-Ontology-2017-1067,TTv1,"Taenia tecta, ventral part, layer 1",#62D09F,407.0,MBA:1067,98,208,159,MBA:605
AllenCCF-Ontology-2017-1075,TTv2,"Taenia tecta, ventral part, layer 2",#62D09F,408.0,MBA:1075,98,208,159,MBA:605
AllenCCF-Ontology-2017-1082,TTv3,"Taenia tecta, ventral part, layer 3",#62D09F,409.0,MBA:1082,98,208,159,MBA:605
