parcellation_index,organ,category,division,structure,substructure,count,min,max,sum,sum_squared,mean
496,brain,fiber tracts,cm,VIIIn,das,773.0,17.0,156.0,45410.0,3054278.0,58.745148771021995
497,brain,grey,OLF,MOB,MOB-unassigned,275247.0,1.0,1965.0,75883382.0,8874620296.0,275.69194941270933
500,brain,grey,Isocortex,SSp-ll,SSp-ll6b,3223.0,63.0,261.0,502069.0,80637143.0,155.77691591684766
502,brain,grey,CB,CB-unassigned,CB-unassigned,52787.0,1.0,441.0,4613274.0,558997262.0,87.39413113077083
505,brain,grey,HY,MPN,MPN,25896.0,96.0,377.0,7618924.0,833586244.0,294.21238801359283
510,brain,grey,Isocortex,AUDv,AUDv6a,18104.0,123.0,417.0,4059789.0,723997157.0,224.2481771984092
513,brain,grey,HY,MPO,MPO,35645.0,125.0,467.0,10752211.0,1257760769.0,301.6471033805583
515,brain,grey,HY,SUM,SUM,16305.0,22.0,363.0,2892984.0,443445148.0,177.4292548298068
516,brain,grey,HPF,ENTm,ENTm1,79710.0,16.0,699.0,20638882.0,2729712552.0,258.92462677204867
517,brain,grey,Isocortex,AUDd,AUDd1,12598.0,12.0,303.0,2597991.0,525570391.0,206.22249563422764
520,brain,fiber tracts,mfbs,mfbc,df,2395.0,16.0,192.0,85447.0,3914741.0,35.677244258872655
521,brain,grey,MB,MPT,MPT,2821.0,52.0,343.0,500154.0,77518116.0,177.2967032967033
524,brain,grey,P,SUT,SUT,16640.0,54.0,275.0,2262786.0,325807334.0,135.98473557692307
528,brain,fiber tracts,cm,In,lotd,8151.0,25.0,442.0,794394.0,81754260.0,97.4596981965403
530,brain,grey,Isocortex,PERI,PERI1,14224.0,0.0,315.0,2619693.0,488224443.0,184.17414229471316
532,brain,grey,Isocortex,RSPv,RSPv1,60568.0,3.0,525.0,15297102.0,2031947618.0,252.56079117685906
533,brain,grey,HPF,ENTm,ENTm2,80671.0,74.0,449.0,18095231.0,3114595689.0,224.3089957977464
534,brain,grey,STR,CEA,CEAc,19807.0,93.0,470.0,6500114.0,647607984.0,328.17256525470793
539,brain,grey,TH,TH-unassigned,TH-unassigned,58834.0,14.0,462.0,9746400.0,1237984546.0,165.65931264234968
541,brain,grey,STR,CEA,CEAl,16635.0,45.0,495.0,5193674.0,556169010.0,312.2136459272618
543,brain,fiber tracts,cbf,cbp,icp,9396.0,4.0,183.0,99735.0,1541245.0,10.614623243933588
546,brain,grey,Isocortex,ILA,ILA2/3,9157.0,156.0,445.0,2762847.0,274914957.0,301.71966801354154
548,brain,grey,Isocortex,SSp-n,SSp-n1,25941.0,10.0,409.0,6211170.0,890489196.0,239.434485948884
549,brain,grey,STR,CEA,CEAm,47891.0,78.0,500.0,13067808.0,1378848880.0,272.86563237351487
554,brain,grey,PAL,MS,MS,26547.0,31.0,488.0,5449613.0,655947305.0,205.28168907974535
555,brain,grey,Isocortex,VISpm,VISpm5,18275.0,218.0,474.0,6497557.0,663051287.0,355.54347469220244
556,brain,grey,OLF,TR,TR,89508.0,38.0,359.0,20801202.0,3104342692.0,232.3948920766859
563,brain,grey,Isocortex,VISl,VISl4,11472.0,230.0,476.0,4019676.0,391106664.0,350.39016736401675
564,brain,grey,P,TRN,TRN,44144.0,15.0,218.0,3158272.0,275040188.0,71.54476259514317
565,brain,grey,TH,CL,CL,23142.0,27.0,472.0,4429733.0,726488079.0,191.41530550514216
566,brain,grey,MY,ACVII,ACVII,353.0,77.0,217.0,43536.0,5649248.0,123.3314447592068
567,brain,grey,Isocortex,SSp-ul,SSp-ul4,33490.0,120.0,595.0,14371574.0,1093676564.0,429.13030755449387
569,brain,fiber tracts,lfbs,cc,fa,67072.0,12.0,406.0,8387092.0,1107259704.0,125.04609971374046
570,brain,grey,MB,NB,NB,5607.0,29.0,145.0,398934.0,30359902.0,71.14927768860353
571,brain,grey,PAL,TRS,TRS,22804.0,12.0,412.0,2669726.0,335990096.0,117.0727065427118
572,brain,grey,Isocortex,ORBm,ORBm2/3,20153.0,158.0,457.0,6443429.0,675357325.0,319.7255495459733
573,brain,grey,CTXsp,CLA,CLA,35283.0,28.0,454.0,9982068.0,1088936700.0,282.91437802907916
577,brain,grey,MB,PAG,ND,5871.0,34.0,318.0,932777.0,152771603.0,158.87872594106625
578,brain,grey,Isocortex,ACAv,ACAv1,30297.0,18.0,636.0,10969869.0,985020733.0,362.0777304683632
580,brain,grey,Isocortex,RSPv,RSPv6a,42175.0,61.0,417.0,11093709.0,1396715829.0,263.0399288678127
581,brain,grey,MB,CLI,CLI,5340.0,20.0,241.0,426920.0,40937170.0,79.94756554307116
583,brain,grey,Isocortex,VISp,VISp1,80747.0,10.0,548.0,21129044.0,2665084634.0,261.66970909135944
585,brain,fiber tracts,mfbs,mfsbshy,fr,10681.0,28.0,178.0,766178.0,60795678.0,71.73279655462972
586,brain,grey,PAL,NDB,NDB,47280.0,8.0,428.0,9199584.0,1395725028.0,194.57664974619289
587,brain,grey,OLF,TT,TTd,46375.0,4.0,526.0,12698636.0,1523275560.0,273.82503504043126
588,brain,grey,Isocortex,AUDv,AUDv6b,2896.0,83.0,231.0,448014.0,70936270.0,154.70096685082873
589,brain,grey,TH,CM,CM,15985.0,107.0,440.0,4420609.0,479427389.0,276.54732561776666
590,brain,grey,Isocortex,AUDd,AUDd2/3,20957.0,158.0,411.0,6032886.0,735211038.0,287.86973326334873
591,brain,grey,Isocortex,VISal,VISal6a,7147.0,151.0,363.0,1873839.0,226238591.0,262.185392472366
593,brain,fiber tracts,mfbs,mfbc,fi,96857.0,2.0,361.0,6926453.0,860028957.0,71.51215709757685
594,brain,grey,P,NI,NI,6776.0,55.0,304.0,1256989.0,234802617.0,185.5060507674144
595,brain,grey,OLF,TT,TTv,46049.0,15.0,1028.0,11610603.0,1645969909.0,252.13583356859
598,brain,grey,Isocortex,ORBvl,ORBvl6a,15242.0,77.0,349.0,3610965.0,499926185.0,236.90887022700434
599,brain,grey,TH,SPA,SPA,8454.0,55.0,358.0,2108975.0,305241345.0,249.4647504140052
600,brain,grey,Isocortex,RSPd,RSPd5,77137.0,3.0,464.0,23570558.0,2394356530.0,305.5674708635285
601,brain,fiber tracts,mfbs,mfsbshy,hbc,3041.0,2.0,327.0,201508.0,20213402.0,66.26372903650115
602,brain,grey,P,NLL,NLL,46328.0,24.0,254.0,4161886.0,423717786.0,89.83521844241064
603,brain,grey,Isocortex,VISl,VISl5,20110.0,163.0,460.0,6802178.0,685723046.0,338.2485330681253
604,brain,grey,HY,TU,TU,33500.0,6.0,278.0,4956167.0,762758543.0,147.94528358208956
606,brain,grey,MB,CUN,CUN,35272.0,16.0,450.0,3748205.0,443723057.0,106.2657348605126
610,brain,grey,Isocortex,ORBm,ORBm5,30184.0,181.0,458.0,10415132.0,998009836.0,345.0547309833024
611,brain,grey,P,V,V,22692.0,16.0,376.0,3211511.0,476973207.0,141.5261325577296
612,brain,grey,Isocortex,RSPv,RSPv6b,3121.0,65.0,249.0,522923.0,90405663.0,167.54982377443127
615,brain,grey,Isocortex,SSp-ul,SSp-ul5,50676.0,129.0,659.0,20915661.0,1662420637.0,412.733068908359
618,brain,grey,MB,NOT,NOT,13159.0,36.0,299.0,1839238.0,275297150.0,139.77034729082757
619,brain,grey,TH,VAL,VAL,52314.0,42.0,460.0,13010535.0,1712697109.0,248.70082578277325
620,brain,grey,Isocortex,ORBl,ORBl5,77287.0,32.0,553.0,27118441.0,2473698277.0,350.8797210397609
622,brain,grey,HPF,DG,DG-sg,102261.0,41.0,387.0,19828950.0,3388051844.0,193.90530114119753
623,brain,fiber tracts,cm,VIIIn,cic,1152.0,78.0,255.0,194058.0,33697266.0,168.453125
624,brain,grey,MB,NPC,NPC,18484.0,55.0,295.0,2961840.0,487835884.0,160.23804371348194
628,brain,grey,Isocortex,GU,GU6a,28068.0,39.0,358.0,7180743.0,957830427.0,255.8337964942283
629,brain,grey,OLF,COAa,COAa,49142.0,59.0,358.0,10777830.0,2145439250.0,219.3201334907004
632,brain,grey,MY,NTB,NTB,9895.0,14.0,133.0,494499.0,27359387.0,49.974633653360286
633,brain,grey,Isocortex,AUDpo,AUDpo2/3,9377.0,144.0,394.0,2548498.0,333200806.0,271.7818065479364
638,brain,grey,Isocortex,MOp,MOp5,209457.0,55.0,627.0,81294095.0,6816323885.0,388.11830113101973
639,brain,grey,Isocortex,VISal,VISal6b,1422.0,73.0,267.0,250980.0,45069268.0,176.49789029535864
641,brain,grey,MY,NTS,NTS,54354.0,27.0,396.0,9306912.0,1449138100.0,171.22772932994812
643,brain,grey,MY,VI,VI,1949.0,19.0,300.0,206142.0,25758810.0,105.76808619805028
644,brain,grey,Isocortex,SSp-n,SSp-n4,35076.0,142.0,670.0,14914099.0,1189815989.0,425.1938362413046
645,brain,grey,OLF,COAp,COApl,76930.0,44.0,437.0,16146342.0,2905764718.0,209.88355647991682
646,brain,grey,Isocortex,MOs,MOs1,148747.0,3.0,3595.0,37490355.0,4951847341.0,252.04108318150955
647,brain,grey,Isocortex,SSp-m,SSp-m2/3,95921.0,79.0,556.0,33834043.0,3068138461.0,352.72821384264137
648,brain,fiber tracts,cm,VIIIn,ll,53354.0,2.0,321.0,2558691.0,150656603.0,47.95687296172733
651,brain,grey,MY,VII,VII,58708.0,11.0,353.0,7109075.0,963394867.0,121.09209988417251
652,brain,grey,Isocortex,GU,GU6b,2518.0,110.0,280.0,552720.0,105841338.0,219.5075456711676
653,brain,grey,OLF,COAp,COApm,82891.0,21.0,390.0,19921018.0,3037519534.0,240.32787636776007
654,brain,grey,HPF,ENTm,ENTm3,62938.0,81.0,323.0,13662477.0,2607863735.0,217.07834694461215
655,brain,fiber tracts,cm,In,lot,56399.0,2.0,471.0,4018814.0,452916202.0,71.25683079487224
657,brain,grey,Isocortex,FRP,FRP2/3,14978.0,117.0,348.0,3557830.0,564477482.0,237.53705434637467
660,brain,grey,Isocortex,SSp-tr,SSp-tr2/3,27121.0,203.0,469.0,9331421.0,838024061.0,344.0662586187825
661,brain,grey,Isocortex,RSPagl,RSPagl1,32392.0,6.0,446.0,8519881.0,1005443547.0,263.024234378859
662,brain,grey,STR,CP,CP,1665238.0,3.0,561.0,477291671.0,52953127093.0,286.6206938587757
663,brain,fiber tracts,mfbs,mfsbshy,mp,2062.0,11.0,128.0,78450.0,3779638.0,38.045586808923375
665,brain,grey,Isocortex,AIv,AIv6a,10733.0,129.0,469.0,3215592.0,334886578.0,299.59862107518865
668,brain,grey,Isocortex,AUDd,AUDd4,8479.0,124.0,457.0,2955984.0,345001974.0,348.6241302040335
669,brain,grey,P,CS,CS,38338.0,0.0,240.0,3290664.0,326471860.0,85.83295946580417
670,brain,grey,Isocortex,ORBvl,ORBvl6b,647.0,86.0,228.0,94767.0,14366781.0,146.47140649149924
671,brain,fiber tracts,mfbs,mfsbshy,mtg,3593.0,13.0,173.0,211779.0,18000271.0,58.942109657667686
675,brain,grey,TH,VM,VM,59299.0,31.0,408.0,11155584.0,1575686158.0,188.12431912848447
677,brain,grey,Isocortex,RSPv,RSPv5,107310.0,7.0,927.0,38646174.0,3548091368.0,360.1358121330724
679,brain,grey,HY,VLPO,VLPO,4291.0,22.0,260.0,646630.0,103382066.0,150.69447681193196
680,brain,fiber tracts,mfbs,mfsbshy,mtt,8278.0,21.0,290.0,699907.0,76857537.0,84.55025368446485
682,brain,grey,Isocortex,PERI,PERI5,10756.0,129.0,334.0,2603924.0,459108680.0,242.0903681666047
683,brain,grey,HY,VMH,VMH,35169.0,85.0,331.0,7207246.0,1296782928.0,204.93178651653446
684,brain,grey,Isocortex,AIv,AIv2/3,38034.0,70.0,525.0,11407812.0,1242755782.0,299.93721407162013
686,brain,grey,Isocortex,AUDpo,AUDpo1,7221.0,44.0,316.0,1545859.0,298633061.0,214.07824401052486
687,brain,fiber tracts,cm,drt,ml,39725.0,7.0,123.0,1413599.0,61647851.0,35.584619257394586
688,brain,grey,OLF,OLF-unassigned,OLF-unassigned,320150.0,0.0,2320.0,72620186.0,9166644274.0,226.83175386537562
689,brain,grey,Isocortex,AIv,AIv6b,194.0,136.0,274.0,41195.0,8227417.0,212.34536082474227
692,brain,grey,Isocortex,SSp-n,SSp-n5,36290.0,159.0,639.0,15388226.0,1229679136.0,424.03488564342797
693,brain,grey,CTXsp,CTXsp-unassigned,CTXsp-unassigned,23955.0,40.0,379.0,5580238.0,768355722.0,232.94669171362972
694,brain,grey,Isocortex,AIv,AIv1,16036.0,6.0,585.0,4278820.0,528932494.0,266.82589174357696
696,brain,grey,MB,OP,OP,3733.0,54.0,345.0,696368.0,113162498.0,186.54379855344226
697,brain,grey,Isocortex,ILA,ILA1,9609.0,25.0,513.0,3000568.0,305709038.0,312.26641690082215
701,brain,grey,MY,CU,CU,21342.0,19.0,261.0,1960201.0,208817435.0,91.84710898697404
708,brain,grey,TH,VPL,VPL,56111.0,27.0,478.0,9119998.0,1381966294.0,162.53493967314787
711,brain,grey,Isocortex,VISp,VISp4,65560.0,124.0,908.0,25577895.0,2163826553.0,390.1448291641245
715,brain,grey,TH,VPLpc,VPLpc,6326.0,45.0,373.0,1197833.0,205573863.0,189.3507745810939
717,brain,grey,HPF,ENTm,ENTm5,58465.0,67.0,392.0,13047229.0,2415454031.0,223.16307192337297
718,brain,fiber tracts,cbf,arb,arb,442961.0,6.0,463.0,33650117.0,3999093825.0,75.96631983402602
719,brain,grey,Isocortex,TEa,TEa6a,33590.0,125.0,377.0,7722289.0,1387011939.0,229.89845192021434
722,brain,grey,HY,MM,MMme,4967.0,61.0,326.0,817091.0,135256779.0,164.5039259110127
723,brain,grey,TH,VPM,VPM,105262.0,43.0,869.0,23400509.0,3412725733.0,222.30728088008968
725,brain,grey,Isocortex,AUDp,AUDp1,24226.0,15.0,315.0,5004642.0,980237034.0,206.5814414265665
731,brain,grey,TH,VPMpc,VPMpc,13716.0,92.0,410.0,3752195.0,372333315.0,273.56335666375037
733,brain,grey,HPF,ENTm,ENTm6,40183.0,67.0,352.0,8531201.0,1565672299.0,212.3087126396735
734,brain,fiber tracts,cbf,cbc,cbc,4378.0,9.0,163.0,95817.0,3727619.0,21.886021014161717
739,brain,grey,MB,VTA,VTA,27365.0,21.0,318.0,3421965.0,510037869.0,125.04896765941896
740,brain,grey,Isocortex,VISpl,VISpl1,12115.0,19.0,532.0,2783812.0,402051126.0,229.78225340487
743,brain,fiber tracts,mfbs,mfsbshy,pm,2127.0,40.0,239.0,214600.0,23322712.0,100.89327691584391
744,brain,grey,STR,OT,OT,244420.0,5.0,591.0,61250532.0,8163689452.0,250.59541772359054
745,brain,grey,Isocortex,AUDv,AUDv2/3,24722.0,78.0,349.0,5768521.0,876732225.0,233.3355311058976
747,brain,grey,MB,VTN,VTN,2418.0,8.0,244.0,281048.0,37321104.0,116.23159636062861
749,brain,grey,Isocortex,AUDpo,AUDpo4,4768.0,235.0,483.0,1602889.0,184449845.0,336.17638422818794
753,brain,grey,HY,OV,OV,560.0,60.0,235.0,70582.0,9264216.0,126.03928571428571
755,brain,grey,MY,x,x,3646.0,26.0,267.0,368463.0,43085411.0,101.0595172792101
757,brain,grey,Isocortex,MOs,MOs5,289459.0,61.0,591.0,103257110.0,9379841458.0,356.7244756597653
761,brain,grey,P,P-unassigned,P-unassigned,231346.0,0.0,400.0,12848696.0,1151926920.0,55.53887251130342
762,brain,grey,Isocortex,ACAv,ACAv5,64153.0,80.0,521.0,23266433.0,2151057081.0,362.6710052530669
763,brain,grey,MY,XII,XII,18007.0,92.0,393.0,3979692.0,670280696.0,221.0080524240573
764,brain,grey,Isocortex,RSPagl,RSPagl5,46896.0,127.0,549.0,15006365.0,1591448847.0,319.9924300580007
768,brain,grey,Isocortex,VISp,VISp5,99343.0,118.0,573.0,35269031.0,3188093665.0,355.02280986078534
770,brain,grey,CTXsp,PA,PA,61821.0,68.0,476.0,15956038.0,1927862998.0,258.10061306028695
771,brain,grey,MY,y,y,1501.0,56.0,522.0,264716.0,38891546.0,176.3597601598934
773,brain,grey,Isocortex,AId,AId6a,50002.0,64.0,400.0,13474225.0,1425650841.0,269.47372105115795
774,brain,fiber tracts,lfbs,cst,cst-unassigned,5378.0,9.0,55.0,124227.0,3114079.0,23.099107474897732
776,brain,grey,Isocortex,TEa,TEa6b,5556.0,45.0,251.0,950937.0,166827167.0,171.1549676025918
778,brain,grey,OLF,PAA,PAA,76240.0,45.0,387.0,15812337.0,2745202873.0,207.40211175236095
781,brain,grey,Isocortex,AUDpo,AUDpo5,11609.0,201.0,427.0,3842316.0,409198056.0,330.97734516323544
784,brain,fiber tracts,cm,Vn,sV,104258.0,3.0,100.0,968935.0,12300029.0,9.293627347541676
785,brain,grey,MB,PAG,PAG-unassigned,275647.0,9.0,453.0,57929960.0,9477176932.0,210.15995095176078
787,brain,grey,HY,ZI,ZI-unassigned,99806.0,34.0,454.0,17681892.0,2604947186.0,177.1626154740196
788,brain,fiber tracts,cm,VIIn,VIIn-unassigned,5058.0,7.0,81.0,119137.0,3224623.0,23.554171609331753
790,brain,grey,Isocortex,AIv,AIv5,46103.0,117.0,498.0,15410355.0,1502944747.0,334.2592672928009
792,brain,fiber tracts,mfbs,mfsbshy,sm,17293.0,10.0,372.0,1783116.0,221770876.0,103.11201064014341
793,brain,grey,PAL,PAL-unassigned,PAL-unassigned,72279.0,2.0,747.0,8291687.0,1182236473.0,114.7177880158829
794,brain,grey,HY,ZI,FF,15439.0,31.0,237.0,1907846.0,250569028.0,123.57315888334736
795,brain,grey,Isocortex,VISpm,VISpm1,12049.0,29.0,460.0,3648732.0,389875340.0,302.82446676072703
796,brain,grey,Isocortex,SSs,SSs2/3,137269.0,71.0,484.0,42499979.0,4599891781.0,309.610902680139
800,brain,grey,Isocortex,ACAv,ACAv6a,23226.0,66.0,409.0,6653505.0,730649139.0,286.46796693360886
801,brain,grey,MB,IC,ICc,72083.0,58.0,575.0,21188581.0,2268091599.0,293.94699166238917
802,brain,fiber tracts,cbf,cbp,scp,3004.0,10.0,45.0,51208.0,943270.0,17.04660452729694
804,brain,grey,OLF,DP,DP,32116.0,8.0,550.0,9537009.0,1013600137.0,296.95506912442397
806,brain,grey,Isocortex,AUDp,AUDp4,15023.0,234.0,567.0,5353386.0,523942248.0,356.3460027957132
809,brain,grey,Isocortex,ACAv,ACAv6b,3966.0,37.0,284.0,693895.0,124658881.0,174.96091780131115
810,brain,grey,MB,IC,ICd,84648.0,73.0,462.0,24341962.0,2832284774.0,287.56688876287683
811,brain,grey,Isocortex,VISp,VISp2/3,127983.0,147.0,575.0,43121340.0,4161802166.0,336.9302172944844
817,brain,grey,Isocortex,ILA,ILA5,21394.0,134.0,469.0,7175887.0,782609145.0,335.41586426100775
818,brain,grey,MB,IC,ICe,127870.0,43.0,420.0,26096901.0,3807926165.0,204.08931727535779
820,brain,grey,HY,DMH,DMH,24068.0,90.0,355.0,6010045.0,727457337.0,249.7110270899119
821,brain,grey,Isocortex,AId,AId6b,3135.0,64.0,336.0,649357.0,120738799.0,207.13141945773523
822,brain,fiber tracts,cm,IIIn,IIIn-unassigned,521.0,37.0,320.0,101462.0,13426790.0,194.7447216890595
824,brain,grey,MB,SCs,SCzo,23252.0,28.0,439.0,5409643.0,734913581.0,232.65280405986582
826,brain,grey,Isocortex,ECT,ECT1,16685.0,3.0,315.0,3040836.0,571424896.0,182.24968534611926
828,brain,grey,Isocortex,SSp-n,SSp-n2/3,40982.0,171.0,518.0,14851946.0,1321589604.0,362.401688546191
829,brain,grey,MY,DMX,DMX,11139.0,64.0,383.0,2639808.0,389088224.0,236.98788042014544
831,brain,fiber tracts,cm,VIIIn,tb,22046.0,1.0,71.0,381307.0,9802613.0,17.295972058423295
832,brain,grey,MB,SCs,SCsg,73727.0,65.0,451.0,20839384.0,2310629698.0,282.6560690113527
833,brain,grey,HPF,PAR,PAR,59690.0,15.0,625.0,16732399.0,1799157895.0,280.32164516669457
834,brain,grey,Isocortex,MOp,MOp6a,184072.0,25.0,587.0,52537788.0,6037100636.0,285.41977052457736
836,brain,grey,CB,DN,DN,21510.0,30.0,406.0,4376618.0,721853100.0,203.46899116689912
837,brain,grey,Isocortex,AUDp,AUDp5,45730.0,120.0,638.0,15210453.0,1497749671.0,332.61432320139954
838,brain,fiber tracts,cm,IIn,IIn-unassigned,4540.0,1.0,97.0,38929.0,569513.0,8.57466960352423
839,brain,grey,Isocortex,VISC,VISC6b,3210.0,31.0,273.0,542365.0,94148793.0,168.96105919003116
840,brain,fiber tracts,cbf,cbp,scp,5431.0,8.0,76.0,102513.0,2323007.0,18.875529368440436
841,brain,grey,MB,SCs,SCop,41155.0,11.0,345.0,6393102.0,987648484.0,155.34204835378446
842,brain,grey,MY,PARN,PARN,143835.0,12.0,264.0,12548421.0,1278703443.0,87.2417770361873
844,brain,grey,Isocortex,SSp-ul,SSp-ul2/3,62626.0,77.0,565.0,22986777.0,2042149177.0,367.04846230000317
847,brain,grey,Isocortex,VISC,VISC6a,34317.0,21.0,399.0,7907883.0,1256775021.0,230.43631436314362
849,brain,grey,MY,PAS,PAS,1790.0,48.0,238.0,209888.0,26302270.0,117.25586592178772
852,brain,grey,Isocortex,SSs,SSs6a,132739.0,66.0,528.0,34068881.0,4246811117.0,256.6606724474344
853,brain,fiber tracts,eps,rust,rust-unassigned,36422.0,5.0,145.0,918125.0,32574755.0,25.207978694195816
856,brain,fiber tracts,cbf,cbp,scp,18263.0,3.0,211.0,332863.0,11192995.0,18.226085528116958
857,brain,grey,P,PB,PB-unassigned,60544.0,9.0,460.0,8500796.0,1223836148.0,140.40691067653276
859,brain,grey,Isocortex,VISpl,VISpl4,2308.0,161.0,403.0,692132.0,72154658.0,299.88388214904677
862,brain,grey,MB,DR,DR,9814.0,77.0,328.0,1986128.0,394466146.0,202.3770124312207
863,brain,grey,Isocortex,SSs,SSs1,79837.0,3.0,1154.0,16823230.0,2960191818.0,210.71971642221024
864,brain,grey,MB,PBG,PBG,2852.0,51.0,278.0,369530.0,51029378.0,129.56872370266478
868,brain,grey,Isocortex,SSp-m,SSp-m1,50090.0,0.0,392.0,11403488.0,1647989570.0,227.65997205030945
870,brain,grey,P,DTN,DTN,6637.0,95.0,311.0,1402565.0,271674569.0,211.32514690372156
872,brain,grey,Isocortex,MOp,MOp6b,11852.0,30.0,262.0,1563953.0,217763331.0,131.95688491393858
874,brain,fiber tracts,mfbs,mfbc,amc,10521.0,24.0,344.0,1770243.0,292785493.0,168.25805531793554
878,brain,grey,Isocortex,PERI,PERI2/3,21305.0,90.0,284.0,4012770.0,763656952.0,188.34874442619105
879,brain,grey,Isocortex,SSp-n,SSp-n6a,51512.0,74.0,581.0,15387466.0,1656337186.0,298.7161438111508
883,brain,grey,Isocortex,SSs,SSs6b,13156.0,66.0,281.0,2087107.0,341628671.0,158.64297658862876
887,brain,grey,Isocortex,VISC,VISC1,21663.0,5.0,385.0,4114960.0,762320832.0,189.95337672529197
888,brain,grey,P,PCG,PCG,34776.0,24.0,485.0,6902522.0,1202389324.0,198.48521969174143
890,brain,fiber tracts,cm,In,aco,47418.0,12.0,283.0,1935998.0,102071874.0,40.82833523134675
892,brain,grey,Isocortex,VISpl,VISpl5,15560.0,116.0,459.0,4395813.0,434930477.0,282.5072622107969
893,brain,grey,MY,ECU,ECU,13130.0,11.0,241.0,1055391.0,103717877.0,80.38012185833968
895,brain,grey,Isocortex,VISal,VISal2/3,12714.0,158.0,469.0,3633447.0,446028341.0,285.7831524303917
896,brain,grey,Isocortex,RSPagl,RSPagl6a,26287.0,91.0,416.0,6768013.0,976139897.0,257.46616198120745
897,brain,grey,TH,PCN,PCN,15258.0,82.0,394.0,3790219.0,518691181.0,248.40863809149297
898,brain,fiber tracts,mfbs,mfbc,act,13607.0,27.0,275.0,1316874.0,144865892.0,96.77915778643346
900,brain,grey,Isocortex,ORBm,ORBm6a,11931.0,95.0,377.0,2940374.0,386776520.0,246.44824407006956
901,brain,fiber tracts,cm,IVn,IVn,448.0,8.0,179.0,37247.0,3621597.0,83.140625
902,brain,grey,CB,LING,LING,7751.0,17.0,488.0,1969720.0,227782520.0,254.1246290801187
904,brain,grey,HY,PD,PD,743.0,278.0,396.0,255658.0,33819596.0,344.08882907133244
906,brain,fiber tracts,cm,IIn,bsc,12763.0,7.0,254.0,655195.0,45349523.0,51.33550105774504
909,brain,grey,Isocortex,ACAd,ACAd6a,44804.0,93.0,516.0,12037774.0,1478762646.0,268.67632354254084
914,brain,fiber tracts,lfbs,cst,cpd,56468.0,2.0,290.0,1550930.0,72399876.0,27.46564425869519
917,brain,grey,Isocortex,ACAd,ACAd6b,1584.0,67.0,221.0,194249.0,24492803.0,122.63194444444444
919,brain,grey,Isocortex,SSp-n,SSp-n6b,3432.0,57.0,194.0,367320.0,40593854.0,107.02797202797203
920,brain,grey,TH,PF,PF,31335.0,65.0,337.0,5711003.0,1012408451.0,182.25635870432424
921,brain,grey,P,PG,PG,61699.0,12.0,291.0,4569336.0,403569148.0,74.05850986239648
925,brain,grey,Isocortex,ACAd,ACAd1,38133.0,43.0,596.0,12699571.0,1233350559.0,333.0336191749928
926,brain,grey,CB,DEC,DEC,213303.0,13.0,877.0,74910103.0,7011059909.0,351.19104278889654
929,brain,grey,MY,AMB,AMBd,1359.0,31.0,251.0,151680.0,19236944.0,111.61147902869757
930,brain,fiber tracts,mfbs,mfbc,cing,80922.0,17.0,340.0,5520363.0,475233829.0,68.2183213464818
933,brain,grey,Isocortex,MOp,MOp2/3,236101.0,25.0,749.0,83252797.0,7724806015.0,352.6151816383666
934,brain,grey,CB,FOTU,FOTU,67534.0,23.0,636.0,20078762.0,2266112978.0,297.31338288861906
935,brain,grey,Isocortex,SSp-ul,SSp-ul6a,60229.0,55.0,580.0,17944244.0,2008218648.0,297.9336200169354
936,brain,grey,HY,PH,PH,45251.0,58.0,339.0,11009834.0,1524289798.0,243.30587169344324
939,brain,fiber tracts,cm,von,von,862.0,7.0,400.0,71275.0,7882925.0,82.68561484918793
940,brain,grey,Isocortex,SSp-m,SSp-m4,60615.0,113.0,612.0,25603560.0,1994332586.0,422.39643652561244
941,brain,grey,CB,PYR,PYR,79865.0,36.0,687.0,30254899.0,2606830891.0,378.82550554059975
942,brain,grey,CTXsp,EPd,EPd,116294.0,23.0,456.0,27815616.0,4085489224.0,239.18358642750272
944,brain,grey,Isocortex,AUDp,AUDp6a,19087.0,133.0,338.0,4754398.0,629500832.0,249.09089956514904
945,brain,grey,MY,LRN,LRNm,32803.0,8.0,195.0,1791595.0,122842347.0,54.61680334115782
946,brain,fiber tracts,lfbs,cc,fa,54717.0,13.0,271.0,4970339.0,514689629.0,90.83719867682804
947,brain,grey,CB,UVU,UVU,140247.0,4.0,679.0,45348943.0,4531868523.0,323.35053869244973
949,brain,grey,Isocortex,AUDv,AUDv1,18571.0,8.0,310.0,3545103.0,673928415.0,190.89456679769532
951,brain,grey,OLF,PIR,PIR,740202.0,5.0,769.0,198432207.0,24471187141.0,268.07845290880056
952,brain,grey,Isocortex,MOs,MOs2/3,243488.0,40.0,501.0,74392145.0,8023390399.0,305.5269458864503
953,brain,grey,MY,LRN,LRNp,3662.0,7.0,61.0,62002.0,1270576.0,16.931185144729657
954,brain,fiber tracts,lfbs,cc,ee,5982.0,81.0,379.0,1285413.0,211887387.0,214.8801404212638
955,brain,grey,Isocortex,RSPagl,RSPagl2/3,42857.0,116.0,460.0,11722128.0,1336005744.0,273.5172317241057
956,brain,grey,CTXsp,EPv,EPv,62260.0,82.0,380.0,14317435.0,2150465809.0,229.96201413427562
958,brain,grey,CB,NOD,NOD,97149.0,12.0,858.0,28638971.0,3140305943.0,294.79429536073457
959,brain,grey,Isocortex,ORBvl,ORBvl1,24693.0,71.0,588.0,8063243.0,819979607.0,326.5396266148301
